"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0042180","ketone metabolic process",164,0.373453570962891,1.47478809033493,0.00528229163474977,0.03226250260901,0.0247407468222465,1987,"tags=25%, list=13%, signal=22%","972/3620/634/51141/10327/2531/1374/873/84883/160760/10613/2171/51129/9563/4779/7376/874/84649/169355/2677/80025/56267/10170/54704/8942/9926/1906/23411/4704/8564/215/84879/51422/11277/56910/23352/10062/27122/5743/10295/9518"
"GO:0032469","endoplasmic reticulum calcium ion homeostasis",24,0.613421560626362,1.72191379986405,0.00535023561054747,0.0326049672026911,0.0250033684145802,1155,"tags=29%, list=7%, signal=27%","817/578/7052/5371/9709/79734/2907"
"GO:0071385","cellular response to glucocorticoid stimulus",43,0.536613299158681,1.71749275197482,0.0053527326059949,0.0326049672026911,0.0250033684145802,2193,"tags=35%, list=14%, signal=30%","3717/10018/6752/7040/7538/5106/7332/5243/842/1906/8837/11170/445/2908/9101"
"GO:0042254","ribosome biogenesis",309,-0.273532728653152,-1.33586863449497,0.00538482328555029,0.0327564719434681,0.0251195509835322,4371,"tags=34%, list=28%, signal=25%","10360/23195/10607/4931/84273/55695/54475/25879/83743/10969/9669/6217/113000/54505/29997/64434/79707/29960/55651/55759/51154/80000/5393/10248/64216/10200/1029/88745/56915/10521/23404/2197/79979/84154/54552/1654/55011/6233/23517/4869/51602/5036/6208/10556/27043/4809/6223/27349/51116/4927/6205/6202/6839/3921/8886/51118/51077/6227/6209/2068/6155/64745/51065/11340/51367/50628/81887/285855/51068/81875/6193/11224/5303/55006/6207/54913/6201/81691/9045/6125/6210/6234/6135/6191/60314/5591/6194/130916/6129/55636/6154/6229/7520/6169/6206/6228/6175/6189/6152/6218/51504/6232/6130/6165/6230"
"GO:0007584","response to nutrient",136,0.390316394678233,1.50024491527576,0.00541818419911714,0.0329152876781708,0.0252413400440799,2843,"tags=34%, list=18%, signal=28%","64127/958/4524/717/2729/1374/7040/6772/8648/3627/54332/2180/1543/84649/5292/7412/5243/8942/2621/5970/4780/411/1536/706/4049/6722/595/9388/445/8202/7391/3988/429/1594/3297/6720/7706/8854/154743/219931/4193/8850/875/6781/9935/102724560"
"GO:0140029","exocytic process",81,0.444070798882186,1.59236582600303,0.00549998849566903,0.0333675772638316,0.0255881817712944,2622,"tags=33%, list=17%, signal=28%","695/5341/8676/8673/5899/4067/4218/26059/8775/112476/26258/2207/93664/54536/9143/55770/23167/23557/112755/63908/8773/5663/8723/6855/6813/6861/6860"
"GO:1901524","regulation of mitophagy",47,0.507689327674016,1.66102271151531,0.00561574296285352,0.0340105696079175,0.0260812653670236,2666,"tags=32%, list=17%, signal=27%","64127/25793/7319/160760/54832/7855/706/2629/3099/6720/79594/10059/10013/7157/7416"
"GO:0072676","lymphocyte migration",94,0.42907159970763,1.56259004056585,0.00562096236358266,0.0340105696079175,0.0260812653670236,2955,"tags=40%, list=19%, signal=33%","430/11240/8764/6373/81704/3383/80270/30009/3627/3683/6352/284114/2185/80024/3695/6354/3965/58191/375056/5293/2526/2621/969/9943/6347/9023/23143/2629/257144/6693/6387/6351/11035/2625/1235/9750/6348/6868"
"GO:0043300","regulation of leukocyte degranulation",40,0.540413498925987,1.70239205987755,0.00577208466296174,0.0348784556598141,0.0267468104222462,2447,"tags=40%, list=16%, signal=34%","634/8673/4067/3134/2207/6810/3965/57102/8832/6688/3916/8723/2268/5170/56848/6813"
"GO:0070302","regulation of stress-activated protein kinase signaling cascade",38,0.537701979885565,1.68308654851687,0.00593420484824052,0.0358104010655791,0.0274614798828152,1546,"tags=26%, list=10%, signal=24%","64127/388325/355/11221/8767/7099/5052/10392/10550/11235"
"GO:0070670","response to interleukin-4",34,0.566116750362307,1.72806966797858,0.0059478827082557,0.0358452745419181,0.0274882228748072,798,"tags=32%, list=5%, signal=31%","958/5371/146722/5771/6778/6776/5788/54625/285180/3718/3561"
"GO:0030166","proteoglycan biosynthetic process",69,-0.403913288196685,-1.5921870942252,0.00597169432425128,0.0359410462114752,0.027561666111929,3073,"tags=39%, list=20%, signal=32%","6487/8509/9917/2131/64132/93010/9653/2134/23169/4166/9486/2137/347734/54360/92126/51363/11041/2135/10090/10402/56548/26035/166012/64131/10678/9957/79690"
"GO:0043603","amide metabolic process",395,0.315041019730927,1.36437582575232,0.00603884638030908,0.0362970660580697,0.0278346826536101,3499,"tags=31%, list=23%, signal=25%","373156/5027/10797/54103/5920/79792/84532/11145/114134/1497/2729/27163/55577/5664/840/1522/8869/2760/834/7511/1512/2180/950/122970/2687/4779/9334/26258/8702/51703/84649/51107/1514/80025/55512/7124/23597/8705/9446/2678/2539/4522/54704/10135/23385/10087/8611/10559/10550/162417/8439/215/64087/5970/427/4780/836/79094/54988/30833/2936/8801/2629/9517/6609/54187/445/10295/7357/4669/91012/6253/290/79993/23474/38/4817/5663/2182/10347/1737/2181/57142/56848/4758/5580/55851/84188/25825/5547/5973/7157/2356/3491/142891/5007/253782/7132/468/440/5066/8301/5045/22978/57521/79814/2717/5165/6296/57704/10965/6252/55907/9159/23163/81034/27010/2720/47/8678/3073/26873/55229/29095"
"GO:0034250","positive regulation of amide metabolic process",26,0.59771070682689,1.71025971979332,0.00607899448672528,0.0364900489163483,0.0279826730341322,2888,"tags=46%, list=19%, signal=38%","54103/114134/7124/8439/5970/4780/836/56848/5580/3491/7132/8301"
"GO:1901185","negative regulation of ERBB signaling pathway",29,0.590169461989303,1.72330872347354,0.00615169899998621,0.0368776883248843,0.0282799372786684,2860,"tags=45%, list=18%, signal=37%","9961/5771/27246/1845/7879/868/5795/5641/1956/5663/58533/5782/153090"
"GO:0002548","monocyte chemotaxis",40,0.538742146493722,1.69712702279835,0.00618343486981522,0.0370190335609782,0.0283883289537691,2899,"tags=62%, list=19%, signal=51%","56833/1230/2358/4067/3627/6352/6354/3570/158747/3569/8995/6347/26585/5641/5155/4814/2321/5054/6387/10488/6346/9353/1843/3958/6348"
